TRADE_DT,S_DQ_PCTCHANGE,S_DQ_VOLUME
20150625,-3.5210,164073383.0000
20150626,-8.3589,145076586.0000
20150629,-6.5369,181652778.0000
20150630,4.9663,195568535.0000
20150701,-5.5481,171297426.0000
20150702,-6.8570,156973835.0000
20150703,-6.1213,156105993.0000
20150706,-1.6245,230754385.0000
20150707,-6.5295,114115961.0000
20150708,-2.3827,275340759.0000
20150709,4.4526,95815747.0000
20150710,5.0524,72141194.0000
20150713,6.2231,124577679.0000
20150714,2.1236,167383703.0000
20150715,-5.7738,164267658.0000
20150716,2.3424,142013079.0000
20150717,5.4882,139377370.0000
20150720,1.5235,162131840.0000
20150721,1.2809,143097593.0000
20150722,1.2137,161165847.0000
20150723,2.7854,177494966.0000
20150724,-1.4841,196947875.0000
20150727,-7.4883,171740043.0000
20150728,-1.8522,180294330.0000
20150729,4.8756,132745245.0000
20150730,-2.7698,141928700.0000
20150731,-0.9425,107834136.0000
20150803,-2.4182,112364589.0000
20150804,5.3300,117180320.0000
20150805,-1.2938,119999767.0000
20150806,-0.6035,90058280.0000
20150807,2.8400,109469663.0000
20150810,4.7517,145317370.0000
20150811,0.4913,162434825.0000
20150812,-1.1735,132680646.0000
20150813,2.3763,133650284.0000
20150814,1.0641,160713073.0000
20150817,2.2633,162013281.0000
20150818,-7.4734,184395700.0000
20150819,2.2020,162622250.0000
20150820,-3.4944,138314467.0000
20150821,-5.4240,134561093.0000
20150824,-7.9695,92192223.0000
20150825,-7.4902,104162291.0000
20150826,-3.7474,149197209.0000
20150827,3.4869,124932338.0000
20150828,5.9919,142758516.0000
20150831,-3.8227,116258551.0000
20150901,-6.2618,98667929.0000
20150902,-0.7562,115032723.0000
20150907,0.3430,102447070.0000
20150908,3.7649,85509837.0000
20150909,2.7632,150097826.0000
20150910,-1.6898,106415179.0000
20150911,0.8231,92572028.0000
20150914,-6.8305,119113665.0000
20150915,-5.6491,93427426.0000
20150916,6.6013,104952922.0000
20150917,-1.9627,127835729.0000
20150918,1.1981,83652110.0000
20150921,3.5376,105433930.0000
20150922,0.7277,118689625.0000
20150923,-1.1329,101247325.0000
20150924,1.4541,93290191.0000
20150925,-3.2736,98942032.0000
20150928,1.8223,67737158.0000
20150929,-1.8664,68579494.0000
20150930,0.3297,56497671.0000
20151008,4.0623,94907319.0000
20151009,1.5309,99711665.0000
20151012,3.8434,153619877.0000
20151013,1.2406,132977522.0000
20151014,-1.1406,125882450.0000
20151015,3.0447,131795067.0000
20151016,1.7076,164509969.0000
20151019,-0.0027,156007932.0000
20151020,1.6276,138062791.0000
20151021,-6.2738,178169181.0000
20151022,3.7475,135470900.0000
20151023,2.4975,158898962.0000
20151026,0.6797,163304715.0000
20151027,0.6217,147441282.0000
20151028,-2.5243,132724220.0000
20151029,0.8523,110741269.0000
20151030,-0.3377,110069552.0000
20151102,-2.0965,107204323.0000
20151103,-0.2354,89105339.0000
20151104,5.0272,139208397.0000
20151105,0.1164,185191773.0000
20151106,2.3418,152693272.0000
20151109,1.3020,177520097.0000
20151110,0.4137,165737542.0000
20151111,1.4476,152086170.0000
20151112,-0.0288,162280293.0000
20151113,-1.5014,147559261.0000
20151116,2.0053,116919959.0000
20151117,-0.8871,162750882.0000
20151118,-1.6135,125690006.0000
20151119,2.5466,110520025.0000
20151120,1.1355,146076178.0000
20151123,-0.7953,142383454.0000
20151124,0.7014,110258558.0000
20151125,1.5886,124435501.0000
20151126,-0.6097,140404615.0000
20151127,-6.3240,152970489.0000
20151130,0.4376,129234023.0000
20151201,0.4798,113008679.0000
20151202,-0.5116,102647475.0000
20151203,2.2232,95329412.0000
20151204,-0.7771,101362535.0000
20151207,1.2055,92881296.0000
20151208,-2.6056,94938823.0000
20151209,-0.4034,83299991.0000
20151210,-0.3263,78990424.0000
20151211,-0.8096,72132287.0000
20151214,2.0619,79957288.0000
20151215,0.7681,86021490.0000
20151216,0.4164,85351169.0000
20151217,2.4815,130054765.0000
20151218,-0.2187,114416909.0000
20151221,1.1585,115015003.0000
20151222,0.8736,111592508.0000
20151223,-1.0606,118166309.0000
20151224,-0.2605,91509341.0000
20151225,0.5042,81253520.0000
20151228,-2.4225,109813515.0000
20151229,0.9342,77292530.0000
20151230,0.8686,85533232.0000
20151231,-1.5936,79781523.0000
20160104,-8.3265,78014999.0000
20160105,-1.3412,113428225.0000
20160106,2.5526,100930427.0000
20160107,-8.5395,28426742.0000
20160108,1.6742,111129605.0000
20160111,-6.7237,115600736.0000
20160112,0.1307,91905220.0000
20160113,-3.4647,86123402.0000
20160114,3.3892,92251446.0000
20160115,-3.7738,88630539.0000
20160118,1.4461,72469789.0000
20160119,3.6493,87981015.0000
20160120,-0.9455,91947518.0000
20160121,-4.0990,81882765.0000
20160122,1.5921,69830709.0000
20160125,1.0152,65308514.0000
20160126,-7.4821,85443917.0000
20160127,-1.3440,87924118.0000
20160128,-4.4060,67338076.0000
20160129,3.7542,72359091.0000
20160201,-1.2735,64716114.0000
20160202,3.4661,66571962.0000
20160203,0.4215,63280726.0000
20160204,1.9841,71083982.0000
20160205,-1.0013,56075545.0000
20160215,0.0678,53631253.0000
20160216,4.1371,82877143.0000
20160217,1.1669,90582520.0000
20160218,-0.2392,93714798.0000
20160219,0.3758,70380499.0000
20160222,2.0772,94320520.0000
20160223,-0.5443,87874876.0000
20160224,0.6679,89819579.0000
20160225,-7.9363,110668653.0000
20160226,0.4068,79857895.0000
20160229,-5.2842,86703153.0000
20160301,2.3026,80803571.0000
20160302,5.1065,110671952.0000
20160303,0.4142,128527360.0000
20160304,-2.6903,108829948.0000
20160307,2.3301,87170581.0000
20160308,0.2047,98149656.0000
20160309,-2.5552,72615323.0000
20160310,-1.6929,59559411.0000
20160311,-0.2348,49800022.0000
20160314,3.2966,79997418.0000
20160315,-0.8925,66268900.0000
20160316,-1.3653,57487332.0000
20160317,3.2928,84575758.0000
20160318,3.5379,125160341.0000
20160321,2.5250,131825514.0000
20160322,-0.3933,107721654.0000
20160323,0.7156,89661324.0000
20160324,-1.6431,101439743.0000
20160325,0.9804,78231312.0000
20160328,-0.6525,93782330.0000
20160329,-1.9198,79003975.0000
20160330,3.6414,88061292.0000
20160331,0.2983,94915722.0000
20160401,-0.5082,85219533.0000
20160405,2.6460,105543049.0000
20160406,0.5862,104674579.0000
20160407,-1.4938,109927150.0000
20160408,-0.9670,88670173.0000
20160411,2.1975,102199978.0000
20160412,-0.8173,87061767.0000
20160413,1.4626,132989984.0000
20160414,0.9084,99088176.0000
20160415,-0.2734,82798055.0000
20160418,-1.6156,80400472.0000
20160419,0.4303,69438667.0000
20160420,-4.5340,117325387.0000
20160421,-0.8557,84808592.0000
20160422,0.6806,62323811.0000
20160425,-0.5530,57034333.0000
20160426,1.1491,56055305.0000
20160427,-0.4974,60731581.0000
20160428,-0.4383,60430701.0000
20160429,-0.0790,49704188.0000
20160503,3.0383,75831059.0000
20160504,0.0378,74555740.0000
20160505,0.5516,64558967.0000
20160506,-3.9061,98056918.0000
20160509,-3.6541,78233381.0000
20160510,-0.0827,52657745.0000
20160511,-0.2698,58011126.0000
20160512,0.0532,58215814.0000
20160513,-0.2121,53076736.0000
20160516,1.7190,57960898.0000
20160517,-0.3819,65260138.0000
20160518,-2.7485,63704856.0000
20160519,0.6311,56438940.0000
20160520,1.1677,55936076.0000
20160523,1.3357,62777792.0000
20160524,-1.1412,57956416.0000
20160525,-0.4874,53302956.0000
20160526,0.5110,59665727.0000
20160527,-0.0835,59984704.0000
20160530,-0.4926,48888003.0000
20160531,4.1323,95238072.0000
20160601,0.4449,94513987.0000
20160602,0.6715,81245308.0000
20160603,0.3111,84843514.0000
20160606,0.3192,73552820.0000
20160607,-0.1074,69598258.0000
20160608,-0.3553,73498163.0000
20160613,-4.6056,87139857.0000
20160614,0.2840,62032704.0000
20160615,3.2985,90878605.0000
20160616,-0.3746,96031460.0000
20160617,0.5687,89066841.0000
20160620,0.3571,74530145.0000
20160621,-1.1489,88140686.0000
20160622,1.5563,72417145.0000
20160623,-0.5111,77979556.0000
20160624,-1.2471,98419868.0000
20160627,2.3816,84047907.0000
20160628,1.0471,94952723.0000
20160629,0.2078,93055218.0000
20160630,0.0538,77299661.0000
20160701,-0.1952,73814433.0000
20160704,1.9691,100078191.0000
20160705,0.6037,107928800.0000
20160706,0.4449,95069622.0000
20160707,0.3556,112453597.0000
20160708,-0.3155,88064741.0000
20160711,0.2007,103662866.0000
20160712,1.3092,116873788.0000
20160713,0.8040,112122081.0000
20160714,0.1399,95271581.0000
20160715,-0.2256,93192904.0000
20160718,-0.4494,89330628.0000
20160719,0.3098,80961872.0000
20160720,-0.2179,74820308.0000
20160721,0.3862,87437926.0000
20160722,-0.8038,86445493.0000
20160725,0.2794,81090039.0000
20160726,1.3371,81556556.0000
20160727,-4.0833,138527893.0000
20160728,0.2247,91318712.0000
20160729,-0.6470,72681332.0000
20160801,-1.5092,72910221.0000
20160802,0.9695,55805056.0000
20160803,0.4844,68686951.0000
20160804,0.6428,70556394.0000
20160805,-0.5602,67543356.0000
20160808,1.4100,77047880.0000
20160809,0.8074,78165122.0000
20160810,-0.3671,77197424.0000
20160811,-1.4554,70684527.0000
20160812,1.1689,68635478.0000
20160815,2.2771,117981468.0000
20160816,0.4093,109712840.0000
20160817,0.3010,95788508.0000
20160818,0.0315,110415535.0000
20160819,0.1409,91827099.0000
20160822,-1.2186,92369153.0000
20160823,0.1300,80572963.0000
20160824,0.0989,73862344.0000
20160825,-0.8157,79722431.0000
20160826,0.4413,74785794.0000
20160829,0.2620,68956570.0000
20160830,-0.0276,61588352.0000
20160831,0.1316,65277005.0000
20160901,-0.8196,71886109.0000
20160902,-0.3843,67506963.0000
20160905,0.5480,65434639.0000
20160906,1.5830,86826087.0000
20160907,0.0207,93190209.0000
20160908,0.3644,72464135.0000
20160909,-0.7200,78672463.0000
20160912,-2.7726,90041756.0000
20160913,0.4513,68636660.0000
20160914,-0.6626,58319692.0000
20160919,1.0516,54978764.0000
20160920,-0.0339,54505613.0000
20160921,0.0271,50290343.0000
20160922,0.6602,62971600.0000
20160923,-0.2357,62578307.0000
20160926,-2.0260,72106659.0000
20160927,0.7273,56400533.0000
20160928,-0.0895,49163262.0000
20160929,0.2787,50691558.0000
20160930,0.4651,44965129.0000
20161010,1.8901,72724035.0000
20161011,0.6007,78850887.0000
20161012,-0.0568,67718487.0000
20161013,0.0323,68471651.0000
20161014,-0.2365,65860097.0000
20161017,-0.8709,71704796.0000
20161018,1.4990,73698508.0000
20161019,-0.2155,75048807.0000
20161020,0.0459,65574912.0000
20161021,-0.3533,73195126.0000
20161024,0.9912,86076745.0000
20161025,0.3653,83923230.0000
20161026,-0.5022,80859244.0000
20161027,-0.1995,67102997.0000
20161028,-0.9440,70697096.0000
20161031,-0.0562,60253688.0000
20161101,0.8640,62539902.0000
20161102,-0.8116,72299068.0000
20161103,0.4431,77549845.0000
20161104,-0.3260,70635406.0000
20161107,0.0963,68812126.0000
20161108,0.5312,72444878.0000
20161109,-0.7628,88060102.0000
20161110,1.2922,90625238.0000
20161111,0.7178,110371594.0000
20161114,0.4727,126669343.0000
20161115,0.3848,105110912.0000
20161116,0.0561,95468676.0000
20161117,-0.1162,84535312.0000
20161118,-0.5145,81278551.0000
20161121,0.1395,78751844.0000
20161122,0.7518,92177809.0000
20161123,-0.4515,93963240.0000
20161124,-0.1225,93586299.0000
20161125,0.4495,88934636.0000
20161128,0.2703,95741366.0000
20161129,-0.7497,101446906.0000
20161130,-0.5319,81526813.0000
20161201,0.5905,77818509.0000
20161202,-1.5623,81097525.0000
20161205,-0.5361,66821821.0000
20161206,0.0751,52009198.0000
20161207,1.0343,59406414.0000
20161208,-0.4665,56989763.0000
20161209,-0.2071,59218291.0000
20161212,-4.0657,94736778.0000
20161213,0.4657,65206728.0000
20161214,-0.6161,68977584.0000
20161215,0.6555,64732973.0000
20161216,0.6071,62204176.0000
20161219,0.0350,62579158.0000
20161220,-0.3179,60920657.0000
20161221,0.7454,63632870.0000
20161222,-0.0917,59617207.0000
20161223,-0.9428,57182482.0000
20161226,0.2031,54444358.0000
20161227,-0.0937,49275524.0000
20161228,-0.2961,48574165.0000
20161229,-0.2812,45028142.0000
20161230,0.1762,46924937.0000
20170103,0.9122,48577791.0000
20170104,1.1693,66739423.0000
20170105,0.0722,61445203.0000
20170106,-0.4323,64902473.0000
20170109,0.6874,63979031.0000
20170110,-0.3350,68210684.0000
20170111,-0.9691,62843359.0000
20170112,-0.9336,53433634.0000
20170113,-1.2465,53611484.0000
20170116,-2.6380,78958348.0000
20170117,0.8427,50540898.0000
20170118,-0.2215,46142180.0000
20170119,-0.4106,44419616.0000
20170120,1.2960,45717354.0000
20170123,0.8195,50389736.0000
20170124,-0.1118,50127803.0000
20170125,0.2320,42974288.0000
20170126,0.7143,40542477.0000
20170203,-0.2669,35541491.0000
20170206,0.8402,45755656.0000
20170207,-0.0530,50928232.0000
20170208,0.5702,53885119.0000
20170209,0.6291,72722329.0000
20170210,0.0937,89377139.0000
20170213,0.5136,83765054.0000
20170214,0.0821,76068629.0000
20170215,-0.9912,84076607.0000
20170216,0.7548,75074581.0000
20170217,-0.8204,79079952.0000
20170220,1.2351,74126636.0000
20170221,0.7733,78896901.0000
20170222,0.6183,87525641.0000
20170223,-0.0036,89366678.0000
20170224,0.0336,76258127.0000
20170227,-0.8016,72245010.0000
20170228,0.4158,63031126.0000
20170301,0.2584,72479671.0000
20170302,-0.5104,72064172.0000
20170303,0.2830,65253253.0000
20170306,0.9993,67277672.0000
20170307,0.0900,68534915.0000
20170308,-0.4001,63067369.0000
20170309,-0.8882,64238982.0000
20170310,0.1325,56359929.0000
20170313,0.9302,64912430.0000
20170314,-0.2215,60271995.0000
20170315,-0.1143,55750085.0000
20170316,0.8831,68654619.0000
20170317,-0.9184,73063706.0000
20170320,0.2328,61644783.0000
20170321,0.2709,58995042.0000
20170322,-0.2479,72273366.0000
20170323,0.1907,76911147.0000
20170324,0.5287,83547822.0000
20170327,-0.4671,77482737.0000
20170328,-0.2661,61262114.0000
20170329,-0.2792,85614048.0000
20170330,-1.6171,96512724.0000
20170331,0.4063,72082772.0000
20170405,2.1607,97014978.0000
20170406,0.3010,97471135.0000
20170407,0.2908,100596671.0000
20170410,-0.1852,102529323.0000
20170411,0.9537,127738048.0000
20170412,-0.7948,114173027.0000
20170413,0.5965,87711440.0000
20170414,-1.3232,97511151.0000
20170417,-1.0962,87532207.0000
20170418,-0.5945,80185641.0000
20170419,-1.0527,87000447.0000
20170420,-0.0452,79174157.0000
20170421,-0.7414,60871101.0000
20170424,-2.5744,70771368.0000
20170425,0.3577,64657729.0000
20170426,0.2587,69746029.0000
20170427,0.2575,89357789.0000
20170428,0.3158,66769167.0000
20170502,0.0685,70289003.0000
20170503,-0.2998,72475447.0000
20170504,-0.3416,77413513.0000
20170505,-1.4025,71551996.0000
20170508,-1.8744,67182555.0000
20170509,0.6102,54726993.0000
20170510,-2.0985,62645660.0000
20170511,-0.2243,73054314.0000
20170512,-0.1508,56685628.0000
20170515,0.5069,49725933.0000
20170516,2.0570,73426616.0000
20170517,0.2147,73146909.0000
20170518,-0.8519,60062125.0000
20170519,-0.0221,55068152.0000
20170522,-1.4421,60894139.0000
20170523,-2.1046,64918647.0000
20170524,0.5963,58130847.0000
20170525,0.8889,70683957.0000
20170526,-0.2370,59256199.0000
20170531,-0.2198,58477769.0000
20170601,-1.9592,60278905.0000
20170602,1.0949,58868847.0000
20170605,0.7498,54333292.0000
20170606,0.4423,48781500.0000
20170607,1.9429,74666059.0000
20170608,0.0665,66506547.0000
20170609,0.1728,62109874.0000
20170612,-1.1127,60359675.0000
20170613,1.3079,60424169.0000
20170614,-0.2278,60926963.0000
20170615,0.9174,64991110.0000
20170616,-0.1356,56912596.0000
20170619,0.7386,59231585.0000
20170620,0.1567,66122408.0000
20170621,0.1861,56730429.0000
20170622,-1.4125,69225641.0000
20170623,0.3000,63505124.0000
20170626,1.6859,69846178.0000
20170627,0.0250,62316849.0000
20170628,-0.4409,60479482.0000
20170629,0.5058,58035289.0000
20170630,0.3460,53521223.0000
20170703,0.6393,63825322.0000
20170704,-0.4944,63114196.0000
20170705,0.7664,68621638.0000
20170706,0.1241,82871814.0000
20170707,0.3928,79328307.0000
20170710,-0.3125,90370999.0000
20170711,-1.2497,76982330.0000
20170712,0.0652,75579501.0000
20170713,0.2762,79136009.0000
20170714,-0.3446,66386360.0000
20170717,-4.1164,101536169.0000
20170718,1.0546,76564323.0000
20170719,2.0363,102901914.0000
20170720,0.6589,93828770.0000
20170721,0.4398,83132654.0000
20170724,0.6696,97299924.0000
20170725,-0.2194,89224304.0000
20170726,-0.1121,88753495.0000
20170727,0.6071,104005538.0000
20170728,0.5084,86467879.0000
20170731,1.3279,113331066.0000
20170801,-0.1820,101081557.0000
20170802,-0.5516,114012011.0000
20170803,0.1616,100159939.0000
20170804,-0.5885,125888386.0000
20170807,1.2579,108572316.0000
20170808,0.0047,120380437.0000
20170809,0.5759,115347648.0000
20170810,-0.8013,112699470.0000
20170811,-2.0357,117860616.0000
20170814,2.1335,89845023.0000
20170815,0.3515,82603663.0000
20170816,0.0639,89617698.0000
20170817,0.7475,98724886.0000
20170818,-0.2871,91174554.0000
20170821,0.8826,86521795.0000
20170822,-0.4341,89100166.0000
20170823,-0.8344,75609851.0000
20170824,-0.6989,67567586.0000
20170825,1.0821,75549727.0000
20170828,1.2299,94893401.0000
20170829,-0.2557,87704097.0000
20170830,0.7070,95559661.0000
20170831,0.2628,91029169.0000
20170901,0.8667,121117192.0000
20170904,0.5849,119984025.0000
20170905,0.1094,95232077.0000
20170906,0.5365,105478233.0000
20170907,-0.7344,107061807.0000
20170908,0.2376,93851593.0000
20170911,1.1476,102547400.0000
20170912,-0.0845,141880275.0000
20170913,0.6076,104722437.0000
20170914,-0.1824,113966782.0000
20170915,-0.7515,109384234.0000
20170918,0.7160,88850597.0000
20170919,-0.5013,93518721.0000
20170920,0.8507,101972486.0000
20170921,-1.2018,98937493.0000
20170922,-0.6055,85236469.0000
20170925,-1.2502,77829250.0000
20170926,0.4757,67765945.0000
20170927,0.9573,75171272.0000
20170928,-0.2332,74625892.0000
20170929,0.5400,70936294.0000
20171009,1.1375,86419669.0000
20171010,0.4059,87005186.0000
20171011,-0.5818,90746053.0000
20171012,-0.1106,77960962.0000
20171013,0.7617,72925621.0000
20171016,-1.3504,85871048.0000
20171017,-0.0946,59419247.0000
20171018,-0.7486,73370966.0000
20171019,-0.9452,72615790.0000
20171020,1.0771,60479316.0000
20171023,0.6291,60481953.0000
20171024,-0.1476,59171314.0000
20171025,0.6798,58646902.0000
20171026,0.3616,74905894.0000
20171027,-0.6163,67921141.0000
20171030,-1.7953,83764175.0000
20171031,0.7439,62261436.0000
20171101,-0.1105,64632776.0000
20171102,-1.0381,67552347.0000
20171103,-0.8935,68257102.0000
20171106,1.3088,66717600.0000
20171107,0.6272,72377674.0000
20171108,0.1489,73806798.0000
20171109,0.7568,68818466.0000
20171110,0.4517,80012497.0000
20171113,0.4516,84596712.0000
20171114,-0.8498,84749061.0000
20171115,-1.1619,73949181.0000
20171116,0.3159,67940159.0000
20171117,-2.9942,89018972.0000
20171120,1.1196,70066705.0000
20171121,0.3603,67754580.0000
20171122,-0.2619,70895924.0000
20171123,-2.5613,75009732.0000
20171124,0.0561,59049056.0000
20171127,-1.3297,59407491.0000
20171128,1.6912,56478234.0000
20171129,0.3025,76563915.0000
20171130,-0.8696,60883355.0000
20171201,0.8460,54746282.0000
20171204,-0.5824,60188169.0000
20171205,-2.3363,69690232.0000
20171206,0.6504,60267213.0000
20171207,-0.6048,53097972.0000
20171208,1.1030,55579244.0000
20171211,1.3384,61112906.0000
20171212,-0.8424,56614397.0000
20171213,0.7096,50352001.0000
20171214,0.1058,55759240.0000
20171215,-0.7689,61938112.0000
20171218,-0.5737,53772190.0000
20171219,0.8267,52639308.0000
20171220,-0.8299,57814532.0000
20171221,0.6313,59245859.0000
20171222,0.0703,55010644.0000
20171225,-0.9177,61264712.0000
20171226,0.5587,57671656.0000
20171227,-0.7555,64197529.0000
20171228,0.5041,65877542.0000
20171229,0.7503,57165631.0000
20180102,1.3023,73032235.0000
20180103,0.8848,83936745.0000
20180104,0.4584,80543690.0000
20180105,-0.0044,81581018.0000
20180108,0.4508,89476929.0000
20180109,-0.0068,75573217.0000
20180110,-0.6176,80966974.0000
20180111,0.3122,78770071.0000
20180112,-0.4134,77834558.0000
20180115,-2.2814,91474032.0000
20180116,0.7637,79169734.0000
20180117,-0.5344,84195503.0000
20180118,0.3086,65015293.0000
20180119,-0.2294,71806742.0000
20180122,1.1998,72761169.0000
20180123,0.1159,66753886.0000
20180124,0.6184,77347727.0000
20180125,-0.1812,81082937.0000
20180126,0.0143,69004549.0000
20180129,-1.1553,84031161.0000
20180130,0.0564,70699688.0000
20180131,-1.9657,80733495.0000
20180201,-3.3057,94968524.0000
20180202,0.3360,83747561.0000
20180205,-0.1103,74046519.0000
20180206,-4.9008,92340709.0000
20180207,0.1239,85235997.0000
20180208,0.9656,62444797.0000
20180209,-3.6692,84318842.0000
20180212,2.5959,57246494.0000
20180213,0.6642,57208634.0000
20180214,0.3117,41398222.0000
20180222,2.1007,59636107.0000
20180223,0.3736,62147850.0000
20180226,2.2382,83073987.0000
20180227,-0.3171,77022158.0000
20180228,0.2183,70986917.0000
20180301,1.1048,73101773.0000
20180302,-0.5565,73434829.0000
20180305,0.1282,67324693.0000
20180306,1.3436,83495767.0000
20180307,-0.9615,74594129.0000
20180308,0.7398,67889911.0000
20180309,1.2307,85928341.0000
20180312,1.4307,97662276.0000
20180313,-0.6613,84804758.0000
20180314,-1.0366,75466633.0000
20180315,-0.1487,72173921.0000
20180316,-0.5470,65073534.0000
20180319,0.1225,67233214.0000
20180320,0.3228,67475662.0000
20180321,-0.7207,79487161.0000
20180322,-0.4564,67407441.0000
20180323,-5.1477,121367061.0000
20180326,2.0011,84772913.0000
20180327,2.2331,89199271.0000
20180328,-1.0180,75299094.0000
20180329,1.0298,68813735.0000
20180330,1.3237,73046489.0000
20180402,0.1182,85433833.0000
20180403,-1.0169,71749883.0000
20180404,-0.6935,67260198.0000
20180409,0.1323,64851820.0000
20180410,0.6322,69420990.0000
20180411,0.3772,66248859.0000
20180412,-0.5796,60524240.0000
20180413,-0.3991,54157636.0000
20180416,-0.2452,70985861.0000
20180417,-2.0216,71920258.0000
20180418,1.3547,76201712.0000
20180419,0.5707,75998556.0000
20180420,-2.0633,72391389.0000
20180423,-0.9678,63952399.0000
20180424,2.2884,67954118.0000
20180425,0.0374,60382790.0000
20180426,-1.8701,62638394.0000
20180427,0.2224,55997822.0000
20180502,-0.0966,63147027.0000
20180503,0.9441,67604490.0000
20180504,-0.0222,55464047.0000
20180507,1.8589,64033358.0000
20180508,0.3767,62194666.0000
20180509,-0.2082,54124153.0000
20180510,0.1881,58310665.0000
20180511,-0.8150,63847253.0000
20180514,-0.3970,59798192.0000
20180515,0.8884,54721546.0000
20180516,-0.2741,58338640.0000
20180517,-0.5045,52997273.0000
20180518,0.3578,57868274.0000
20180521,1.2852,70722451.0000
20180522,0.3410,62266852.0000
20180523,-1.2976,67845868.0000
20180524,-0.3530,53711808.0000
20180525,-1.2486,57793809.0000
20180528,-0.4484,57810122.0000
20180529,-0.9475,56179929.0000
20180530,-2.6195,68527885.0000
20180531,1.2650,56008854.0000
20180601,-1.2053,53833571.0000
20180604,-0.0346,46750282.0000
20180605,1.6880,47410470.0000
20180606,-0.0834,48182508.0000
20180607,-0.6276,47376191.0000
20180608,-1.1975,52925555.0000
20180611,-0.6517,43109691.0000
20180612,1.0828,46645358.0000
20180613,-1.5163,49234214.0000
20180614,-0.3582,44419709.0000
20180615,-1.8434,56448574.0000
20180619,-6.2407,82986353.0000
20180620,1.1024,60329417.0000
20180621,-2.0995,63240478.0000
20180622,1.3926,51689206.0000
20180625,-0.6800,47860811.0000
20180626,0.6878,51066587.0000
20180627,-0.9842,49857841.0000
20180628,-1.0645,47767518.0000
20180629,3.2176,57234937.0000
20180702,-1.5137,55248929.0000
20180703,1.1355,61424233.0000
20180704,-1.4583,53859951.0000
20180705,-2.7059,52927414.0000
20180706,0.2783,61340255.0000
20180709,2.2199,52937159.0000
20180710,0.5674,52227669.0000
20180711,-1.9542,58915262.0000
20180712,2.7074,68089566.0000
20180713,0.6125,56354210.0000
20180716,-0.1727,51667372.0000
20180717,0.0192,48243322.0000
20180718,-0.7613,55257134.0000
20180719,-0.8787,50483934.0000
20180720,1.2506,57868514.0000
20180723,0.7488,68484315.0000
20180724,1.7383,88201816.0000
20180725,0.0757,74850860.0000
20180726,-0.6627,75120240.0000
20180727,-0.4587,61715887.0000
20180730,-1.2219,60836024.0000
20180731,0.0688,49496356.0000
20180801,-1.6062,60369485.0000
20180802,-2.1421,74390325.0000
20180803,-1.3263,50735797.0000
20180806,-2.1198,52455220.0000
20180807,2.7278,59145780.0000
20180808,-1.5393,58083051.0000
20180809,2.5449,68264833.0000
20180810,0.5143,53185012.0000
20180813,0.4922,55722652.0000
20180814,-0.3440,46375912.0000
20180815,-2.0857,53349985.0000
20180816,-0.9008,52393844.0000
20180817,-1.7458,51707974.0000
20180820,0.6168,51631112.0000
20180821,1.2277,49737904.0000
20180822,-1.1235,43922267.0000
20180823,0.5509,47263811.0000
20180824,-0.2339,43898100.0000
20180827,2.2212,58545799.0000
20180828,0.2851,53465440.0000
20180829,-0.6483,53272212.0000
20180830,-1.5144,54158462.0000
20180831,-1.0745,48012054.0000
20180903,0.4995,52902602.0000
20180904,1.0624,61024914.0000
20180905,-1.5387,58403543.0000
20180906,-0.4504,45868494.0000
20180907,-0.0327,53600072.0000
20180910,-1.8135,51326475.0000
20180911,-0.0420,49968007.0000
20180912,-0.1899,42540882.0000
20180913,0.5803,55692102.0000
20180914,-1.0830,56447930.0000
20180917,-1.4494,49338946.0000
20180918,1.7625,54432326.0000
20180919,1.1399,67055856.0000
20180920,-0.0720,56398974.0000
20180921,1.5155,65895196.0000
20180925,-0.2636,52654240.0000
20180926,0.4816,64719556.0000
20180927,-1.2511,61437672.0000
20180928,0.9536,57268640.0000
20181008,-3.2128,63275664.0000
20181009,-0.2496,50437454.0000
20181010,-0.1080,51339637.0000
20181011,-6.9649,90563601.0000
20181012,-0.6822,81525149.0000
20181015,-1.8439,62291848.0000
20181016,-2.3688,61076659.0000
20181017,0.8220,69523881.0000
20181018,-2.7803,59783911.0000
20181019,2.7255,69561578.0000
20181022,4.9700,92958319.0000
20181023,-1.8367,74668065.0000
20181024,-0.1897,62823482.0000
20181025,-0.2607,69687206.0000
20181026,-0.0109,67983621.0000
20181029,-1.6871,57451570.0000
20181030,1.0094,72834650.0000
20181031,1.6175,74687765.0000
20181101,0.6186,86059142.0000
20181102,3.2324,96892168.0000
20181105,0.0649,87777277.0000
20181106,-0.0615,69803049.0000
20181107,-0.5174,78086368.0000
20181108,-0.7431,72145355.0000
20181109,-0.3129,67424960.0000
20181112,2.5883,86990536.0000
20181113,1.8263,128710363.0000
20181114,-0.3950,112598830.0000
20181115,1.6347,98305200.0000
20181116,0.8503,110671824.0000
20181119,0.2498,111015106.0000
20181120,-2.8537,103124225.0000
20181121,0.3796,90156627.0000
20181122,-0.0735,75274993.0000
20181123,-3.8794,92074828.0000
20181126,-0.1669,68584699.0000
20181127,0.4623,62352710.0000
20181128,1.2354,72507931.0000
20181129,-2.1647,77102481.0000
20181130,0.7122,63848789.0000
20181203,3.1650,96265752.0000
20181204,0.4659,76280213.0000
20181205,-0.7387,74275973.0000
20181206,-2.0346,66047596.0000
20181207,-0.0029,51755054.0000
20181210,-1.1709,53940348.0000
20181211,0.8317,50430781.0000
